title,company,description,onsite_remote,location,posted_date,link
Mechanical Design Engineer - Seating,Tesla,"What To ExpectAs an Engineer in the Seating Engineering Department, you will be responsible for Design Engineering from concept to End of Life, as well as problem solving of existing products.Today’s seating commodities include structures, mechanisms, actuators, cushions, wire harnesses, controllers, sensors, software, trims and so on. However, future seating solutions are not limited to these. Progression is targeted. A seat can be defined as a product which enables comfortable support for vehicular occupants. In some sense, a seat can be viewed as a moving robotic structural art piece.Team members typically play dual roles as experts and polymaths. Each team member typically uses their particular expertise as a superpower to complement the team. You shall be part of the Seating Engineering Team which resides within Tesla’s Vehicle Engineering Group.What You’ll DoAs an integrated part of Tesla’s Vehicle Engineering team; you will conceptualize, design, engineer and manage Seating System parts and products. You shall be part and product responsible.Primarily contributing to the team with your expertise on Structural components (stampings, welding, bolted joints, castings, engineering composites, etc.).The essence of your job would be to exceed the automotive industry expectations for safety and usability of the Seating systems always based on engineering first principles while employing the Design Engineering process which includes the following: Problem understanding and definition. Target setting. Concept generation and evaluation. Product strategy and architecture planning. Negotiation, balancing and management of product attributesincluding safety, functionality, comfort, aesthetics, cost, mass, schedule, sustainability. Validation and optimization through including prototype making, physical testing, CAE simulations, design reviews. 3D model and 2D drawing creation. Bill of Materials creation. Detail design including datum & fixation strategy, GD&T, DFM. Collaboration with external organizations. Technical documentation creation for official use and communication. Schedule and milestone management.What You’ll Bring Master of Science in Mechanical Engineering or similar. Evidence of exceptional ability. Design engineering experience with demonstrated interest in multidisciplinary engineering. Hands on experience where you have built something. Hand-sketching [one of the many engineering languages]. Automotive engineering with seating experience is preferred but not mandatory. Organized.BenefitsAlong with competitive pay, as a full-time Tesla employee, you are eligible for the following benefits at day 1 of hire: Aetna PPO and HSA plans > 2 medical plan options with $0 payroll deduction Family-building, fertility, adoption and surrogacy benefits Dental (including orthodontic coverage) and vision plans, both have options with a $0 paycheck contribution Company Paid (Health Savings Account) HSA Contribution when enrolled in the High Deductible Aetna medical plan with HSA Healthcare and Dependent Care Flexible Spending Accounts (FSA) LGBTQ+ care concierge services 401(k) with employer match, Employee Stock Purchase Plans, and other financial benefits Company paid Basic Life, AD&D, short-term and long-term disability insurance Employee Assistance Program Sick and Vacation time (Flex time for salary positions), and Paid Holidays Back-up childcare and parenting support resources Voluntary benefits to include: critical illness, hospital indemnity, accident insurance, theft & legal services, and pet insurance Weight Loss and Tobacco Cessation Programs Tesla Babies program Commuter benefits Employee discounts and perks programExpected Compensation$80,000 - $300,000/annual salary + cash and stock awards + benefitsPay offered may vary depending on multiple individualized factors, including market location, job-related knowledge, skills, and experience. The total compensation package for this position may also include other elements dependent on the position offered. Details of participation in these benefit plans will be provided if an employee receives an offer of employment.#EngIT",onsite,"Fremont, CA",2023-06-28,https://www.linkedin.com/jobs/view/mechanical-design-engineer-seating-at-tesla-3298435200?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=tdqW4l7DCAIDqdAxSOriJw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Advantis Global,"About This Featured OpportunityThe Mechanical Engineer will join a critical Engineering organization to drive conveyor system automation engineering projects.Advantis Global is dedicated to connecting YOU to highly sought-after opportunities. Our client is a well-known Fortune 500 company in the retail industry and is looking for a Mechanical Engineer join their team.This job will be onsite in Bellevue, WA.Whether or not you fit all requirements or are looking for something a little different, we welcome you to submit your resume or LinkedIn profile to start the conversation. Our staffing agency is always looking to fill multiple opportunities and may have a job perfect for your skillset. Let’s get connected.THE OPPORTUNITY FOR YOUThe Mechanical Engineer will join a critical Engineering organization to drive conveyor system automation engineering projects. You will be responsible for driving engineering triage and resolution to post launch defects in coordination with Equipment SMEs and Project Engineering stakeholders. You will track daily machine performance metrics and drive resolution. You will coordinate factory/site acceptance testing and proof of concepts to support process development. You will manage integrator specific spare parts in collaboration with Reliability & Maintenance Engineering and Supply Chain.A Successful Candidate Will HaveBSc/MSc in Aerospace, Mechanical EngineeringKnowledge of CAD software 3D modeling and 2D draftingExperience designing mechanical/equipment assemblies and automationExperience in project managementStrong communication and writing skillsPreferred SkillsMaterial Handling Equipment and conveyor automation experienceUse of engineering project management software such as ASANAW2, direct hires only. No C2C or vendor opportunities available.Job BenefitsMedical, vision, and dental insuranceAbout Advantis GlobalFor you, we’re not a one-and-done staffing agency.Advantis Global is an IT staffing agency focused on getting talented people connected to opportunities with Fortune 500 companies in the tech, government, marketing, gaming, and creative industries.You are never just a number to us. We are here for you for your entire career. We offer high growth opportunities with career advancement. We proactively reach out before a contract ends to help place you in another one--ensuring continuous growth and placement.Let us help you make your next big move. Apply to this job to get connected to talented recruiters with your best interests in mind.Advantis Global is an equal opportunity employer and makes employment decisions on the basis of merit, qualifications and abilities. Company policy prohibits unlawful discrimination based on race, color, religion, sex (including gender, gender identity, gender expression, pregnancy, childbirth or medical condition related to pregnancy or childbirth), sexual orientation, national origin, ancestry, age, physical or mental disability, genetic information, political affiliation, union membership, marital or registered domestic partnership status, military or veteran status or any other characteristic protected by law (“Protected Characteristic”). Additionally, Advantis Global is committed to promoting pay equity and prohibits harassment of any employee on the basis of any Protected Characteristic.Advantis Global is a progressive and open-minded collective. If you’re smart, optimistic and care about being awesome at what you do, come as you are! We welcome you with open arms.This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.#AGIT #LI-CS1",onsite,"Bellevue, WA",2023-06-22,https://www.linkedin.com/jobs/view/mechanical-engineer-at-advantis-global-3623596901?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=9ZhOe84XYsmjTVZcY5%2FQXg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer,Summit Biosciences Inc.,Nan,onsite,"Lexington, KY",2023-06-28,https://www.linkedin.com/jobs/view/manufacturing-engineer-at-summit-biosciences-inc-3619525509?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=wW1B%2B4xdJAQKGNi4%2FZNXCA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Lockheed Martin,Nan,onsite,"Liverpool, NY",2023-06-07,https://www.linkedin.com/jobs/view/mechanical-engineer-at-lockheed-martin-3639069073?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=f5YMZ8WVj3MpvOgI9NkJAA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer -Early Career,Lockheed Martin,"Derco Aerospace, Inc., a Lockheed Martin Company, is an industry-leading aerospace distributor of spares, components, and services. Derco is seeking a self-motivated Tool Engineer who is looking for a challenging work environment.Candidate will work as an integrated part of the multi-disciplinary Derco Engineering & Technical Solutions team and be a key component in designing, developing, and delivering custom aircraft component overhaul and repair solutions. Candidate will interpret technical engineering data and develop solutions to support related activities such as tool and fixture design, development of component overhaul training programs, etc. Domestic and International travel is required along with relocation to Milwaukee, WI.",onsite,"Milwaukee, WI",2023-06-12,https://www.linkedin.com/jobs/view/mechanical-engineer-early-career-at-lockheed-martin-3639067499?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=yq3cd%2F30LpiTv4gtz2%2FNWA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,Machina Labs,Nan,onsite,"Los Angeles, CA",2023-07-05,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-machina-labs-3656633870?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=PG9wnUcGfp6TSYscDQn6IA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,Path Robotics,"Build the Path ForwardAt Path Robotics, we're attacking a trillion dollar opportunity - doing things that have never been done before to support an industry hurting from a lack of skilled labor. Big, hard problems are what Path tackles every day and our people are our greatest asset to get that job done. Our intelligent, hardworking team of people do the impossible every single day, yet remain incredibly kind, humble, and always ready to support one another.Our Mechanical Design Engineers work on some of the most important things we need to change the future of manufacturing - electromechanical components and automation systems that enable safe part holding and quality welds. Our flexible backend system integrates robots, sensors, and other systems present in manufacturing and combines them with our cutting edge algorithms. You will report to our Hardware Engineering Manager and will join a team of dedicated, supportive, and enthusiastic people to help create the future of manufacturing. Come solve the hardest problems with the best team on the planet!What You'll DoDesign and develop specialized robotic welding fixturing systems Design and develop specialized automated welding and assembly robot cells Design and develop electromechanical assemblies to support our robot cells, vision systems, and new product capabilities Research and analyze specifications for OEM equipment Design and fabricate tools/prototypes to support R&D efforts Detail engineering models/drawings for fabrication Build, test, and refine electromechanical systems Identify areas of our standard design to reduce cost, improve performance, and ease assembly/fabrication Who You AreYou have a BS in mechanical or aerospace engineering, or equivalent You have 5+ years of experience in mechanical design of automation equipment including technical project management roles You are proficient in SolidWorks, including structural and thermal FEA You are familiar with fixturing design for robotic welding You are familiar with common materials and finishes used in robotic welding applications You have hands-on prototyping, machine shop, precision assembly experience You have experience with 6-axis robotic cells & EOAT You have MIG welding & weld fixturing knowledge You have pneumatic and electrical system design experience You have the ability to generate 2D drawings for manufacturing utilizing GD&T You have a general understanding of Power & Control systems You have familiarity with PDM/PLM systems You are excited by the opportunity to be a part of a venture-backed startup early on, where your work will have an immediate and direct impact You are passionate about what you do and enjoy working in a collaborative environment You like the idea of working at a tech company with all the perks that go with that- free lunch, unlimited time off, team events, and great benefits Who We AreAt Path Robotics we love coming to work to solve interesting and tough challenges but also because our ideas are welcomed and valued. We encourage unique thinking and are dedicated to creating a diverse and inclusive environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.Why You'll Love It HereFree lunch every day Flexible PTO Medical, Dental and Vision insurance 6 weeks 100% paid parental leave plus an additional 6-8 weeks maternity leave for the birthing parent (12-14 weeks total) 401K through Empower Paid Referral Bonus Job Type: Full-time",onsite,"Columbus, OH",2023-06-15,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-path-robotics-3641777658?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=gobXAg0JIGOXvNmW1AETlQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Webco Industries,Nan,onsite,"Oil City, PA",2023-06-30,https://www.linkedin.com/jobs/view/mechanical-engineer-at-webco-industries-3651677754?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=SXUBl7DaLrSgaH088SZmMg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer,Quartet,Nan,onsite,"Waterloo, IA",2023-07-05,https://www.linkedin.com/jobs/view/manufacturing-engineer-at-quartet-3656077191?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=kKZj6CZeDr4ZO12lI0cYRA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Webco Industries,Nan,onsite,"Sand Springs, OK",2023-07-01,https://www.linkedin.com/jobs/view/mechanical-engineer-at-webco-industries-3652755523?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=RZiSSWN1hZzi3SiVB0k9iw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer,Akebono Brake Corporation,Nan,onsite,"Elizabethtown, KY",2023-07-05,https://www.linkedin.com/jobs/view/manufacturing-engineer-at-akebono-brake-corporation-3656647045?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=L7GepdJaW55PH%2FcFJ3D8Lw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,LUFKIN INDUSTRIES,"Position OverviewThis role will directly report to the Surface Pumping Systems Principal Engineer. This role supports the Surface Pumping Units segment of Lufkin Industries. He/she will develop and analyze engineering designs, specifications, technical data, and drawings using sound engineering principles. He/she will be responsible for determining design factors such as size, shape and arrangement of parts, design life, and safety margins. Focus on cost-effective and reliable designs will play an important role in the work scope. In this role, the Design Engineer will interface regularly with the Principal Engineer, adjacent functions to synergize total business efforts, and with Engineering and Product Line management to assure milestones are achieved.Qualifications/SkillsBachelor’s Degree in Mechanical Engineering (ABET Accredited) Or Bachelor’s Degree in Mechanical Engineering Technology (ABET Accredited) with a minimum of 4 additional years of experience in Design Engineering Finite element analysis training and software use (Ansys preferred) Modeling/drafting experience in the use of Creo (or other 3D modeling software)ResponsibilitiesReview product design for compliance with engineering principles, company standards, customer contract requirements, and related industry specifications. Independently perform most design evaluation assignmentsReview and approve design changes, specifications, and drawing releases.Support product qualification activities.Be responsible for the technical development of part of a job (requisition) or part of a new product introductions (NPI)Generate appropriate documentation related to design practices (layouts, specifications, design analysis and calculations, stack-ups, design conformity, and BoMs)Interface with Engineering, Product Line Manager, Services, Sourcing, Quality, Manufacturing, and interface with suppliersCoordinate and control the activities performed by external resources related to the assigned jobEnsure expected results in term of quality, reliability, execution time, and cost (within control)Use design tools (like parametric modeling software (Creo), Excel, Mathcad and in-house design calculations) Desired Characteristics Ability to understand and implement design lay-outs for overall assemblies and applying drawing standardsAbility to work in teams and achieve targetsStrong detail focus Ability to work in a global environmentSix Sigma training Strong oral and written communication skillsStrong interpersonal and leadership skillsAbility to define problems, collect data, establish facts, and draw valid conclusionsAbility to communicate technical data and conclusions to different levels of employeesMultiple language proficiencyWillingness and ability to travel 10% of the timeLufkin’s proud past extends back to the early 20th century when the Lufkin Foundry manufactured railroad and sawmill equipment. The company expanded soon after by pioneering oilfield pumping units in the 1920s. Today, Lufkin is a world leader in its field, providing precision-engineered oilfield equipment, products, and services to customers around the globe.Lufkin Industries is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.Powered by JazzHRHZwSIQ6xnh",onsite,"Lufkin, TX",2023-07-06,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-lufkin-industries-3657265434?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=GpoQMIs4qa%2BZCqHZ8LISxA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
"Manufacturing Engineer / Grand Prairie, TX",Lockheed Martin,Nan,onsite,"Grand Prairie, TX",2023-06-20,https://www.linkedin.com/jobs/view/manufacturing-engineer-grand-prairie-tx-at-lockheed-martin-3641098792?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=0bS317D5Xt%2BjIbIKuHGa5w%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Mechanical Engineer,FreeWire Technologies,"At FreeWire we fundamentally change the way businesses and utilities electrify. We build battery-based energy storage systems that provide clean and quiet power anywhere it’s needed, reducing the cost and accelerating deployment of electric vehicle charging infrastructure. FreeWire’s solutions are evolving from providing ultrafast EV charging services to a full suite of energy services to accelerate sustainable electrification and provide resiliency to customers and a distributed power source to utilities. FreeWire has secured major strategic investors from Fortune 100 companies and serves leading corporate, utility, and retail customers. The feedback on the Boost Charger, FreeWire’s DC fast charger, has been overwhelmingly positive as we electrify locations that would have been too expensive to power on using conventional charging solutions. Utilities are releasing RFPs with requests for battery backed solutions, their regulatory teams are including our technology as eligible for incentives, and they are seeking cost effective solutions as they electrify their fleets and provide utility owned charging solutions for the public.FreeWire has deployed battery-integrated chargers with Fortune 100 companies, commercial customers, fleets, retail locations, and gas stations. In addition to its partnership with bp pulse, FreeWire and ampm, a bp subsidiary and convenience store chain with over 1,000 locations, have already deployed multiple public charging stations in the U.S. FreeWire’s regulatory affairs and policy team keeps customers up to date on federal, state, and utility incentive opportunities, which in some cases cover up to 80% of the cost of the charging station, and the company recently announced that the Boost Charger is Buy America compliant. Learn more at www.freewiretech.com and follow us @FreeWireTech.Senior Mechanical Engineer Newark, CA ResponsibilitiesResponsible for the detail, design, and development of mechanical components and assemblies used in advanced electro-mechanical applications from concept to end of life Design and develop products, components, processes, and systems using broad engineering concepts and research techniques Document design specifications Work with other engineers, providing CAD design from product inception to released fabrication drawings Assist in product bill of materials (BOM) construction Provide support of material procurement by working with suppliers/fabricators Provide support to other cross functional teams including, but not limited to: resolving field issues, customer concerns, and others related to the quality and reliability of our products Provide support of existing product designs through the production cycle by incorporating engineering change orders (ECO) All other duties as assigned RequirementsBS in Mechanical Engineering required; MS in Mechanical Engineering a plus 5-7 years of relevant mechanical design work experience Proficient in the use of CREO Parametric preferred; other 3-dimensional CAD software may be considered Proficient in the use of Windchill and Arena PLM; other PLM systems may be considered. Knowledge of geometric dimensioning and tolerancing described in ANSI Y14.5 Knowledge of design, DFM, DFX, lean manufacturing methods of sheet metal, plastics, welding, assembly, wire harnesses, electrical-mechanical interfaces Ability to work effectively with other design disciplines as well as manufacturing to create design solutions that address often-conflicting requirements Must be creative, open-minded, a good communicator, and a good listener Effective verbal, written, and interpersonal communication skills, and ability to communicate clearly with both technical and non-technical employees Ability to write clear technical documentation Ability to effectively plan and organize projects and manage priorities Acute attention to detail and deadlines Additional RequirementsSome repetitive motion activities Visual acuity to operate equipment and read technical information Ability to use a computer/keyboard for extended periods of time Ability to use office & test equipment and computers/peripherals in a standard office and computer lab environment May be required to lift/move up to 25 lbs. with assistance Ability to work in a fast-paced, schedule driven environment Ability to work extended hours when necessary Please note that this job description is not exhaustive and may be subject to changes or amendments to meet the evolving needs of the company. Thus, this position may include responsibilities or duties not specifically stated, but which may be deemed necessary.FreeWire Offers Competitive Benefits, IncludingHealth, Dental & Vision Insurance Short- & Long-Term Disability Insurance Life Insurance Unlimited PTO Dog Friendly We provide compensation packages that include base pay, benefits, and equity, and it is not typical for someone to be hired at the top end of the range for the role. Actual pay will be determined based on several factors, including location, skills, and experience level.At FreeWire Technologies, we offer fair and equal opportunities to all our candidates and team members regardless of race, color, religion, sex, pregnancy, sexual identity, national origin, citizenship, marital status, disability status, parental status, protected veteran status, or any other characteristics protected by law. FreeWire Technologies believes in hiring individuals only based on their qualifications and experiences that meet our business requirements to fill the positions.Compensation: From $130,000.00 to $135,000.00 per year",onsite,"Newark, CA",2023-05-26,https://www.linkedin.com/jobs/view/senior-mechanical-engineer-at-freewire-technologies-3641092191?refId=Mqm5X1nlYlOrQjW32NN4Cg%3D%3D&trackingId=vh5OEnJvvKuxldMl%2FBqskA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Product Design Engineer / Mechanical Engineer,Halo Braid,Nan,onsite,"San Francisco, CA",2023-06-23,https://www.linkedin.com/jobs/view/product-design-engineer-mechanical-engineer-at-halo-braid-3645739097?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=ArM6K%2BKVYQjbQ2S6axBnpg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Product Design Engineer / Mechanical Engineer,Halo Braid,Nan,onsite,"Los Angeles, CA",2023-06-23,https://www.linkedin.com/jobs/view/product-design-engineer-mechanical-engineer-at-halo-braid-3645734521?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=TuKTiecnP29d7futPUvHAA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Motivo,Nan,onsite,"Gardena, CA",2023-04-03,https://www.linkedin.com/jobs/view/mechanical-engineer-at-motivo-3590322789?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=TWSTNpdUjyBuIhEoi8mGng%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer,Quartet,Nan,onsite,"Waterloo, IA",2023-07-05,https://www.linkedin.com/jobs/view/manufacturing-engineer-at-quartet-3656077191?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=FuryM2Ty3MBObUeFBIR2jg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Product Design Engineer / Mechanical Engineer,Halo Braid,"Who We AreHalo Braid is a technology company empowering people with cutting-edge tools to engineer healthier and happier hair. Our first product is an automated hair braider that reduces appointment times from hours to minutes, empowering stylists to triple their business and addressing the 8 billion hours spent braiding hair each year. Our team of VC-backed serial founders brings experience from MIT, Harvard, and Apple. We’re on a mission to delight customers with products that celebrate their unique beauty and give them confidence one healthy strand at a time.About YouAs a Product Design Engineer, you will work closely with a small, highly collaborative team to create mechanical solutions and bring products to market. You’re motivated, creative, a strong problem solver, and passionate. You’re customer driven - you want to build things real people want. This is a unique opportunity to launch new innovative products and create massive impact in an overlooked industry.About The RoleYou’ll develop key aspects of our automated hair braider and drive product design architecture to closure. Your inputs will directly shape the foundation of our automated hair braider and inform the design direction of future Halo products. This role will collaborate with the founding team, engineers and designers to build the product.RequirementsIdeally you have:Design intelligence: mechanical intuition, creative problem solving, attention to detailExcellent communication skills: An ability to clearly convey design ideas and brainstormExperience with 3D CAD (Solidworks preferred). GD&T a plusExperience with design for manufacturing & material selectionIntegrated mechatronic components such as sensors, actuators, electromagnets, motorsExperience with the product design cycle from concept through manufacturingExperience identifying technical risk and developing mitigation and contingency strategiesBonus if you have experience with:Consumer hardware and electronicsHair styling toolsBenefitsCompetitive SalaryGenerous Stock Option PlanHealth Care Plan (100% Medical, Dental, and Vision)Retirement Plan (401k, IRA)Paid Time Off (Vacation, Sick & Public Holidays)Family Leave (Maternity, Paternity)Work From Home",onsite,"Boston, MA",2023-06-23,https://www.linkedin.com/jobs/view/product-design-engineer-mechanical-engineer-at-halo-braid-3645734522?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=lY0RVaV0KTqVRuKHHnbTxw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Designer / Engineer,"Makai Ocean Engineering, Inc.",Nan,onsite,"Kailua-Kona, HI",2023-05-22,https://www.linkedin.com/jobs/view/mechanical-designer-engineer-at-makai-ocean-engineering-inc-3608174302?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=XM7lpgr6fUy%2FIuDxvmQPxA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer,CGI Inc.,Nan,onsite,"Carson City, NV",2023-07-05,https://www.linkedin.com/jobs/view/manufacturing-engineer-at-cgi-inc-3656088247?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=omEEjrN2vE88W41gtMuNyQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer - Relocation Offered,Collins Bus Corporation,Nan,onsite,"South Hutchinson, KS",2023-06-16,https://www.linkedin.com/jobs/view/mechanical-engineer-relocation-offered-at-collins-bus-corporation-3619502583?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=O8yisGgwSTEqFehMVkUQEA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Mechanical Engineer,Marley Spoon,Nan,onsite,"Newark, NJ",2023-05-09,https://www.linkedin.com/jobs/view/junior-mechanical-engineer-at-marley-spoon-3626006385?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=SLNFREof22DgBLuLmT9%2BSA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,Applied Precision Design,Nan,onsite,"Redwood City, CA",2023-06-08,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-applied-precision-design-3631492836?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=xehTSrwWKPdSnbPdM1Lvhg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer,Zobility,Nan,onsite,"Lansing, MI",2023-06-08,https://www.linkedin.com/jobs/view/manufacturing-engineer-at-zobility-3631496196?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=fm0NFGjDrM85V1ICZNF5Uw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Shift Robotics,Nan,onsite,"Austin, TX",2023-06-01,https://www.linkedin.com/jobs/view/mechanical-engineer-at-shift-robotics-3646120208?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=9w9V3z%2F2z%2BLm65FIEv30Mw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer - Early/Mid Career,Lockheed Martin,Nan,onsite,"Huntsville, AL",2023-04-28,https://www.linkedin.com/jobs/view/mechanical-design-engineer-early-mid-career-at-lockheed-martin-3606317963?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=PYc9G98lENWoauBWnstxNw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer,Akebono Brake Corporation,Nan,onsite,"Elizabethtown, KY",2023-07-05,https://www.linkedin.com/jobs/view/manufacturing-engineer-at-akebono-brake-corporation-3656647045?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=35qtM2VWfEk5C9PXpQYoKA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer - Seating,Tesla,Nan,onsite,"Fremont, CA",2023-06-28,https://www.linkedin.com/jobs/view/mechanical-design-engineer-seating-at-tesla-3298435200?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=kvLtCmAnanqeHm2DmzvsSw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Advantis Global,Nan,onsite,"Bellevue, WA",2023-06-22,https://www.linkedin.com/jobs/view/mechanical-engineer-at-advantis-global-3623596901?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=%2FZf2gHu7p2dYGtzNteLB8g%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer,Summit Biosciences Inc.,Nan,onsite,"Lexington, KY",2023-06-28,https://www.linkedin.com/jobs/view/manufacturing-engineer-at-summit-biosciences-inc-3619525509?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=aHEDeGj90JovGAxDlByzLA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Lockheed Martin,Nan,onsite,"Liverpool, NY",2023-06-07,https://www.linkedin.com/jobs/view/mechanical-engineer-at-lockheed-martin-3639069073?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=wdto9EQYPWIWT49b0xPnLg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer -Early Career,Lockheed Martin,Nan,onsite,"Milwaukee, WI",2023-06-12,https://www.linkedin.com/jobs/view/mechanical-engineer-early-career-at-lockheed-martin-3639067499?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=9rfWWH3S6GWZEqPBEdd6Ag%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,Machina Labs,Nan,onsite,"Los Angeles, CA",2023-07-05,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-machina-labs-3656633870?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=vGNzuIEjWxsJQGrkL3Eyfw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,Path Robotics,Nan,onsite,"Columbus, OH",2023-06-15,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-path-robotics-3641777658?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=0W5bUIYwInFe0zEAxEWspg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
