title,company,description,onsite_remote,location,posted_date,link
HR Data Analyst,GoHealth,Nan,hybrid,"Illinois, United States",2023-06-30,https://www.linkedin.com/jobs/view/hr-data-analyst-at-gohealth-3651878944?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=Vu22b8z%2FpycH329QoS%2BILg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Stellar Professionals,"Applicant must have 2 years of relevant experience with the following: Experience working as a data analyst collecting, organizing, and managing data using tools such as Purview or Azure Information ProtectionExperience with SQL and an understanding of data and systems' infrastructuresAzure and/or Data certifications; experience in a big-data environment or data securityKnowledge of data governance and security practicesKnowledge of programming and scripting languages, and data tools associated with big-data processing projectsStrong ability to create Excel formulas and managing complex spreadsheets, (experience working with Pivot tables and other analyst tools as a plus)Familiarity with Data Protection technology capabilities such as data discovery, data labeling, data inventory, CASB, Microsoft PurviewInformation rights management, and data loss prevention",hybrid,"Richmond, VA",2023-06-19,https://www.linkedin.com/jobs/view/data-analyst-at-stellar-professionals-3638467042?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=T1MPFfhkAsuMyakEj%2Fdcjg%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data analyst,Stellar Professionals,"We are looking to fill a long term Hybrid Contract role as Tableau/SSRS Data analyst in Richmond, VA.Mode of Interview: Webcam InterviewThis includes executing support tasks, providing solutions for list maintenance bug fixes and enhancements, maintaining technical documentation, executing support transition tasks and providing weekly status.Complete system development life cycle tasks for list maintenance reports and file processing including writing designs, writing new reports code or updating existing code, applying reports configuration changes, writing and executing unit tests, supporting functional, regression and UAT testing, and supporting the build and deployment process.Applications must have minimum of 4 years of relevant experience with the following:Proficient in creating reports in Tableau and SSRSProficient in SQL Server 2008,2012,2014,2016Working with large data sets or data warehousingWorking with complex data sets and relational databasesWorking Knowledge of data matching logic or fuzzy lookupsBuilding Large data sets with indexes that perform with high availability such as Lucene and ElasticSearchProficient working with SQL server integration services (SSIS), TSQL including stored procedures, queries, and DDLProficient working with secure file exchange protocols like SFTPProficient working with data encryption methodsProficient in admin scripting to automate processesUnderstanding of change control",hybrid,"Richmond, VA",2023-02-20,https://www.linkedin.com/jobs/view/data-analyst-at-stellar-professionals-3488239050?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=u96VbvMMAHzDSEdyDpsp6g%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Software People Inc.,"Direct ClientPhone/Skype Hire. Onsite from day 1LOCAL Candidates Strongly PreferredLocation: Boise, IDDuration: 12+ monthsNeeds a Data Analyst to assist with the validation of data in the migration of legacy transaction and documentation data from eleven (11) existing systems into one. In addition, the new consolidated data will form a new historical data set in the event not all data is migrated into the new license system.Client is implementing an enterprise Licensing Information System (LIS) and is required to migrate both application transaction data (OLTP) and business document content from 11 legacy systems.Client is seeking a qualified Data Analyst to work within a cross-functional team that includes IT Staff, a Data Architect, Project Coordinators, and Business Users. This individual will play a key role in the identification, transformation, loading and testing of legacy data during the LIS system implementation phase. The ideal candidate will have experience in data validation, data analysis, business systems analysis, requirement documentation, testing, and effectively working with business stakeholders.ResponsibilitiesValidation of all data being moved from original systems into new systemWorking with business stakeholders to observe processing and capture data requirements.Analyzing legacy databases and identifying application data for migration.Documenting key data entities and attributes in legacy database systems.Working with data migration team to test ETL software and loads.Working with system integrator to ensure data loads are complete and accurate.Skills NeededExperience as Data Analyst responsible for data validation in relation to enterprise system(s) migrations Required 2 YearsExperience working with business stakeholders to observe processing and capture data requirements. Required 2 YearsExperience documenting key data entities and attributes in legacy database systems. Required 2 YearsExperience analyzing legacy databases and identifying application data for migration. Required 2 YearsExperience working w/data migration teams to test ETL software and loads (Unit, Component, Integration, Functional, Smoke, Sanity & System testing) Required 2 YearsExperience working with system integrators to ensure data loads are complete and accurate Required 2 YearsComputer skills, including MS Excel, MS Word, and MS Visio Required 2 YearsMicrosoft SQL Server Management Studio or similar tool DesiredKnowledge of Automated Testing Tools Nice to havePython experience Nice to haveQuestion 1 This is a FULLY ONSITE position. Candidates must work full-time ONSITE at the client's location in Boise, Idaho. Remote work WILL NOT be considered. ONLY submit candidates willing to work fully onsite in Boise, ID for his position. LOCAL CANDIDATES will be strongly preferred due to onsite requirements. Please confirm.ThanksVikram Tiwari",hybrid,"Boise, ID",2023-03-23,https://www.linkedin.com/jobs/view/data-analyst-at-software-people-inc-3535403881?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=rzcQUNaIP3Cv34TBcD1Y6Q%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Software People Inc.,"Direct ClientPhone/Skype Hire. Onsite from day 1LOCAL Candidates Strongly PreferredLocation: Boise, IDDuration: 12+ monthsNeeds a Data Analyst to assist with the validation of data in the migration of legacy transaction and documentation data from eleven (11) existing systems into one. In addition, the new consolidated data will form a new historical data set in the event not all data is migrated into the new license system.Client is implementing an enterprise Licensing Information System (LIS) and is required to migrate both application transaction data (OLTP) and business document content from 11 legacy systems.Client is seeking a qualified Data Analyst to work within a cross-functional team that includes IT Staff, a Data Architect, Project Coordinators, and Business Users. This individual will play a key role in the identification, transformation, loading and testing of legacy data during the LIS system implementation phase. The ideal candidate will have experience in data validation, data analysis, business systems analysis, requirement documentation, testing, and effectively working with business stakeholders.ResponsibilitiesValidation of all data being moved from original systems into new systemWorking with business stakeholders to observe processing and capture data requirements.Analyzing legacy databases and identifying application data for migration.Documenting key data entities and attributes in legacy database systems.Working with data migration team to test ETL software and loads.Working with system integrator to ensure data loads are complete and accurate.Skills NeededExperience as Data Analyst responsible for data validation in relation to enterprise system(s) migrations Required 2 YearsExperience working with business stakeholders to observe processing and capture data requirements. Required 2 YearsExperience documenting key data entities and attributes in legacy database systems. Required 2 YearsExperience analyzing legacy databases and identifying application data for migration. Required 2 YearsExperience working w/data migration teams to test ETL software and loads (Unit, Component, Integration, Functional, Smoke, Sanity & System testing) Required 2 YearsExperience working with system integrators to ensure data loads are complete and accurate Required 2 YearsComputer skills, including MS Excel, MS Word, and MS Visio Required 2 YearsMicrosoft SQL Server Management Studio or similar tool DesiredKnowledge of Automated Testing Tools Nice to havePython experience Nice to haveQuestion 1 This is a FULLY ONSITE position. Candidates must work full-time ONSITE at the client's location in Boise, Idaho. Remote work WILL NOT be considered. ONLY submit candidates willing to work fully onsite in Boise, ID for his position. LOCAL CANDIDATES will be strongly preferred due to onsite requirements. Please confirm.ThanksVikram Tiwari",hybrid,"Boise, ID",2023-03-22,https://www.linkedin.com/jobs/view/data-analyst-at-software-people-inc-3534840991?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=oijBGJXDUUei4Ivb4Bnf5w%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,N1 Health,"N1 Health is an AI Platform company that helps healthcare organizations prioritize, action, and maximize patient and member engagement. N1 Health’s market-leading Applied AI Platform provides healthcare companies with pre-packaged models, curated third party data, and a secure and scalable technology platform that enables the deployment of targeted services at the individual, household, and neighborhood level. Data science-driven insights lead to relevant, specific, and help-first interventions that optimally connect individuals to resources based on their specific needs and the capacity of the system.We’re working to empower our customers to utilize data science and digital technologies to impact these social determinants of health and to better serve their most vulnerable members and patients. We’re passionate, creative, and motivated and looking for team members who are the same. We are enthusiastic learners and believe fundamentally that this is a two-way street - we’ll invest in your learning and growth, just as you’ll advance the company’s mission and support our clients through your work.Role OverviewData Analysts own the analytical deliverables for our clients and partner closely with our Project Managers and Account Directors to present insights, inform business decisions, and drive patient outcomes based on our data. As a Data Analyst on the Customer Experience team, you will analyze our machine learning models and data assets to generate actionable insights and answer key client questions. Your work will empower clients to run member outreach campaigns and improve health outcomes for individuals and families.Responsibilities include:Dig into ambiguous problems to generate insights and answer key questionsPartner closely with Project Managers to summarize analytical findings and present compelling data-driven recommendations directly to our external clientsDeliver on multiple, concurrent projects in a fast-paced, results-oriented environmentDevelop effective relationships as an analytics expert with external client stakeholdersCollaborate with cross-functional teams to deliver best-in-class value for clientsThe Ideal FitWe’re looking for motivated candidates who are ready to learn and grow, and who meet the following requirements:Self-starter who thrives in ambiguity and is motivated by a fast-paced work environmentPassion for using data to solve complex problemsEnergized about working in a customer-facing capacity (this role is :80% customer-facing)Deeply curious and driven to dive into new domainsAdaptable to change, think on your feet, and quickly learn new skillsAdditional RequirementsData-driven; passion for telling a compelling story using data and informing business decisionsExcellent interpersonal, communication, and presentation skillsDemonstrated ability to work cross functionally and collaboratively with internal and external stakeholdersProactive team-player who doesn’t hesitate to take ownership and initiativeExperience with SQL or demonstrated ability to learnDemonstrated ability to interpret and create data visualizationsBasic understanding of Python is a bonusDegree in a quantitative field, or similar work experienceN1 Health is proud to be an Equal Opportunity Employer. Our vision is to foster an environment in which all N1 Health employees of diverse backgrounds and identities feel supported and empowered through the ongoing development of a shared, inclusive culture. We do not discriminate on the basis of race, religion, color, national origin, gender, gender identity, sexual orientation, age, marital status, disability, protected veteran status, or any other legally protected characteristics. For individuals with disabilities who would like to request an accommodation, please email recruiting@n1health.com, and for any questions around diversity, equity, and inclusion, please reach out to the leaders of our internal Equity Group at equity@n1health.com.",hybrid,"Boston, MA",2023-06-02,https://www.linkedin.com/jobs/view/data-analyst-at-n1-health-3642716329?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=y0suX00HvWPVhtmEmoWj4g%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Data Analyst,"Donato Technologies, Inc.","Position Title: Junior Data Developer OR Data AnalystLocation: Day 1 ONSITE (Denver, CO OR Dallas, TX)Duration: 12 Months+ ContractOpen for Contract & FTEWe are looking for someone with Data Analytics Exp, Good with SQL, Python and Reporting Tools(Power BI/Tableau)",hybrid,"Dallas, TX",2023-04-02,https://www.linkedin.com/jobs/view/junior-data-analyst-at-donato-technologies-inc-3584720568?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=SY0me88L4iSsHuuKgGSOWA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Remote),BALANCE,"SummaryThe Data Analyst plays an important role on the Data Team, reporting and the creation and maintenance of data-driven insights that help our organization make better decisions. We're looking to add a detail-oriented, methodical, and collaborative team player to our team of driven professionals. This is a telecommuting position requiring a permanent home office.Job Duties And ResponsibilitiesManaging the Salesforce Portal for any backend issuesFixing connectivity issues between apps/programs and Salesforce, as they ariseUpdating or adding custom ﬁelds and automation within Salesforce as necessaryImproving our Salesforce dashboard and reportsDevelop or refine the processes used by different teams within the company to ensure that they're working efficiently and producing high-quality results.Writing reports and presentations that present data and findings in a clear and concise mannerAdvocating for business intelligence solutions that will help the organization meet its goalsAnalyzing data to identify patterns or trends that could indicate problems within the businessWorking with senior management to develop goals, objectives, and strategies for improving business performanceDeveloping reports that monitor key business metrics such as customer satisfaction levelsEngage with internal stakeholders/head of departments to ensure reporting needs are metOversee reporting to funders and stakeholders Create, run, and distribute periodic reports Use various tools to perform Ad Hoc analysisAggregate, clean, and structure data from various sourcesTake ownership of data quality to ensure validity and reliability of reportingDocument structures and types of business dataSkills And QualificationsData Analysis: Use data analysis skills to review and interpret data from a variety of sources, including large data sets, to identify useful information for our organization. Also use data analysis to identify areas where our organization can improve and make data-driven decisions.Communication: Data Analyst will communicate with a variety of individuals and groups, including other managers, employees, and other stakeholders. Effective communication is crucial to the success of a business intelligence team, as it allows the team to work together to develop strategies and solutions. It also allows the Data Analyst to provide feedback and guidance to the team.Critical thinking: Critical thinking is the ability to analyze a situation and determine the best course of action. This role will use critical thinking skills to make decisions about the data they collect, the methods they use to collect it and the ways they present the data.Problem-solving: This role will work with other managers and executives to identify business challenges and develop solutions.Project management: Responsible for overseeing the implementation of a business intelligence project. This can include tasks such as creating a project plan, assigning tasks to team members, monitoring the project's progress, and evaluating its success.Salesforce Admin, SQL Server, Excel + VBA, Power BI experience neededExpert Excel skills, with a strong understanding of pivot tables, functions, and filtersKnowledge of relation databases Required2 years of hands-on experience with SalesforceBachelor's degree computer science or mathematicsProject Management experiencePreferred2 years of experience in reporting2 to 5 years of experience in programming and SQL2 to 5 years of experience in a data analyst or similar roleKnowledge of advanced statistical methodsAbout UsBALANCE is a nationwide non-profit organization committed to helping individuals and families overcome their financial challenges and meet their goals. Through local and national education and counseling programs we provide help and hope to families overwhelmed by debt, facing foreclosure, struggling to master their money, caught in a cycle of over-priced fringe financial services, or trying to purchase their first home. Additional information about us can be found at www.balancepro.org.BALANCE offers a fun and collaborative environment with exceptional benefits for our employees which include medical, dental, vision, and life insurance; 403(b) retirement plan, 3 weeks paid time off, pluspaid federal holidays, an extensive training program, and more!BALANCE is an Equal Opportunity Employer. This organization participates in E-Verify. Please no phone-calls.",hybrid,"Laredo, TX",2023-07-02,https://www.linkedin.com/jobs/view/data-analyst-remote-at-balance-3651114900?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=sPqNLeMzU24R0JoVU99FwA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Remote),BALANCE,"SummaryThe Data Analyst plays an important role on the Data Team, reporting and the creation and maintenance of data-driven insights that help our organization make better decisions. We're looking to add a detail-oriented, methodical, and collaborative team player to our team of driven professionals. This is a telecommuting position requiring a permanent home office.Job Duties And ResponsibilitiesManaging the Salesforce Portal for any backend issuesFixing connectivity issues between apps/programs and Salesforce, as they ariseUpdating or adding custom ﬁelds and automation within Salesforce as necessaryImproving our Salesforce dashboard and reportsDevelop or refine the processes used by different teams within the company to ensure that they're working efficiently and producing high-quality results.Writing reports and presentations that present data and findings in a clear and concise mannerAdvocating for business intelligence solutions that will help the organization meet its goalsAnalyzing data to identify patterns or trends that could indicate problems within the businessWorking with senior management to develop goals, objectives, and strategies for improving business performanceDeveloping reports that monitor key business metrics such as customer satisfaction levelsEngage with internal stakeholders/head of departments to ensure reporting needs are metOversee reporting to funders and stakeholders Create, run, and distribute periodic reports Use various tools to perform Ad Hoc analysisAggregate, clean, and structure data from various sourcesTake ownership of data quality to ensure validity and reliability of reportingDocument structures and types of business dataSkills And QualificationsData Analysis: Use data analysis skills to review and interpret data from a variety of sources, including large data sets, to identify useful information for our organization. Also use data analysis to identify areas where our organization can improve and make data-driven decisions.Communication: Data Analyst will communicate with a variety of individuals and groups, including other managers, employees, and other stakeholders. Effective communication is crucial to the success of a business intelligence team, as it allows the team to work together to develop strategies and solutions. It also allows the Data Analyst to provide feedback and guidance to the team.Critical thinking: Critical thinking is the ability to analyze a situation and determine the best course of action. This role will use critical thinking skills to make decisions about the data they collect, the methods they use to collect it and the ways they present the data.Problem-solving: This role will work with other managers and executives to identify business challenges and develop solutions.Project management: Responsible for overseeing the implementation of a business intelligence project. This can include tasks such as creating a project plan, assigning tasks to team members, monitoring the project's progress, and evaluating its success.Salesforce Admin, SQL Server, Excel + VBA, Power BI experience neededExpert Excel skills, with a strong understanding of pivot tables, functions, and filtersKnowledge of relation databases Required2 years of hands-on experience with SalesforceBachelor's degree computer science or mathematicsProject Management experiencePreferred2 years of experience in reporting2 to 5 years of experience in programming and SQL2 to 5 years of experience in a data analyst or similar roleKnowledge of advanced statistical methodsAbout UsBALANCE is a nationwide non-profit organization committed to helping individuals and families overcome their financial challenges and meet their goals. Through local and national education and counseling programs we provide help and hope to families overwhelmed by debt, facing foreclosure, struggling to master their money, caught in a cycle of over-priced fringe financial services, or trying to purchase their first home. Additional information about us can be found at www.balancepro.org.BALANCE offers a fun and collaborative environment with exceptional benefits for our employees which include medical, dental, vision, and life insurance; 403(b) retirement plan, 3 weeks paid time off, pluspaid federal holidays, an extensive training program, and more!BALANCE is an Equal Opportunity Employer. This organization participates in E-Verify. Please no phone-calls.",hybrid,"McAllen, TX",2023-07-02,https://www.linkedin.com/jobs/view/data-analyst-remote-at-balance-3651115596?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=XmcWpL9ZaPF56Acb7h8Ngw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Jr. Data Analyst,Brady Corporation,"What We Need:The Jr. Data Analyst (Dialer Administrator) will work cooperatively to manage all call center inbound or outbound campaigns and support users that utilize the automatic dialer. This position is responsible for the strategic analysis and reporting of campaign performance, as well as workforce management planning. The Dialer Administrator is an important strategic role and is responsible for Adhoc reporting, supports general business operations, and involves exercising decisions and discretion on matters affecting the business and works together with management.What You Will Be Doing:Ensure the smooth daily management and operation of the automatic dialer (Five9) and CRM (Salesforce).Create and manage inbound/outbound calling campaigns, statistical information, statistical reporting, problem resolution, and manage interdepartmental communications as it relates to the automatic Dialer operations. Manage daily download (up-sell file) from the host system (SAS), create call filters based on marketing strategies; create and edit outbound call tables based on the strategy. Build, manage and maintain all monthly telemarketing campaigns based on strategic dialing attributes and the list setup instructions. Ensure tests are executed correctly and on time.Partner closely with vendors, IT, and strategy team to meet business objectives to ensure consistent, accurate execution, reporting and management of dialer operations.Create, assign and delete user/supervisor profiles for the dialer.Create and publish daily agent/campaign stack rank and dialing strategy.Mitigate agent idle time by executing agent backup assignments based on the dialing plan/campaign stack rank.Create and publish the daily KPI reports.Create and manage databases for ADHOC reporting. Partner, contact and report all issues pertaining to the dialer’s functionality to proper vendor and IT support and strategy team.Manage and update vendor cases and problem log.Create and send daily files to the data warehouse.Exercise discretion and independent judgment in dialer operations responsibilities. Accustom to frequent strategy changes and ability to adapt easily.Assist and support in other aspects of the Company’s business, such as end-user assistance, reports analysis, and ad hoc programming when requested. Strategically develop and support scripts to be used by the call center in contacting customers and for the creation of online statistics reports to be used by site managers and other points of contact involved.Develop and support tools to be used for validation/quality audit of campaign inventory against marketing list pull instructions.What you Need to be Successful: Minimum 3 years work experience with an enterprise call center managing dialer with at least 50 seats.Minimum 2-year degree. Experience working with SQL and database management skills.Advance knowledge of Microsoft Excel.Clear understanding of communications technology to support the business.Experienced to manage auto-dialer programming, strategic reporting systems, and call recording systems.Maintain a professional and positive demeanor working with coworkers, internal or external customers and management. Ability to flex and adapt to various work schedules as required to perform duties onsite and remotely as required to support the business.Strong analytical and organizational skills.Excellent written and verbal communication skills.Experience with workforce management solutions.Ability to work in a fast paced environment with frequent strategy changes.Ability to develop and prepare dialer analysis and recommendations.Ability to utilize data management systems to maximize workforce productivity.Experience refining processes in a call center environment.Queue Management skills.Desired Knowledge, Skills & Abilities:Demonstrates the traits of being responsible, accountable, respectful, and a team player.Adapt to strategic changes easily and quick thinking.Proactive and Positive attitude.Strong attendance and time management skills.Works well under pressure to meet deadlines.Strong attention to details, resourceful, troubleshooting issues and errors.Benefits:Complete insurance coverage with many starting on the first day of employment – medical, dental, vision, life.401K with company match.Bonus opportunity.Tuition Reimbursement.Paid Vacation and Holidays.",hybrid,"Tampa, FL",2023-05-22,https://www.linkedin.com/jobs/view/jr-data-analyst-at-brady-corporation-3637768854?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=%2F9pTWvHIVDrSjddzVVcaLQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Global Network Technologies,"Job title - Data Analyst Learning Management (Tableau, SEQUEL, LMS admin)Job Location - HybridOn-site position currently at least 2 days a week. Can sit in office in Davenport, IA, Olathe, KS, or Wichita, KS.Davenport, IA, USOlathe, KS, USWichita, KS, USJob type - PermanentNo sponsorshipCompensation - Benefits Are AvailableJob description -Major Duties Of This Role IncludeWorks with business partners on assigned projects to help coordinate the implementation of plans for business initiatives including measurement and support tactics.Performs assigned needs analysis projects that help define appropriate solutions to meet customer, channel partner or stakeholder needs.Provides business partners, team members and supervisor appropriate feedback and communications relative to progress on assigned projects and work tasks.Stays abreast of industry best practices and innovations related to technology and business processes to leverage business solutions.Interprets data, finds patterns or trends that support business initiatives and/or stakeholders needs, and presents findings to business partners.Work ExperienceExperience working in an environment using SEQUEL Software.Experience working in Tableau or equivalent reporting tools.Experience in project management and business planning.Experience working in learning management system administration.Skills to interpret data, find patterns or trends that support business initiatives and/or stakeholders needs.Strong communication skills to present analytical findings to diverse audiences.Experience working in an environment using SEQUEL Software, Tableau or equivalent reporting tools.Education RequirementsDegree in a Data Analytics discipline or equivalent experience.Degree in an Accounting/Finance discipline or equivalent experience.Degree in a Math discipline or equivalent experience.Degree in a Business/Management discipline or equivalent experience.",hybrid,"Wichita, KS",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-global-network-technologies-3614623824?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=uwfXNnXShpGlksevrDS51Q%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Marketing and Data Analyst,Belle Tire,"Belle tire is looking for a proven, hands-on Marketing and Data Analyst who is ready and capable of handling the responsibility of supporting and driving key business categories. We seek an entrepreneur motivated and passionate about driving customer demand, volume and profitability.This role requires an always learning mindset and hunger for uncovering the “why” when it comes to business questions and consumer behavior. This is an exciting opportunity to learn and grow with guidance from marketing leadership and contribute to evolving the go-to-market strategies.Duties and Responsibilities:Use technical skills set to pull, mine and leverage data for business opportunities and insights.Manipulate, integrate and connect data from different sourcesUnderstand the context for the data well enough to clean and transform it into a form useful for subsequent analysisPerform complex data/statistical analysis and explain to managementUtilize data visualization and dashboard toolsDevelop and use a predictive modelBring to life the business/consumer story from the data – Observation/Fact, Implications and Potential Recommendations or ConsiderationsData mine from a variety of internal and external sourcesDrive business and customer decision making and support strategic business initiativesCustomer facing pricing and promotional strategyRegional and store-level conversations, support, and solutionsCompetitive intelligence and real-time monitoring of initiativesTracking & measurement of performance and impactManaging ad-hoc information requests made by key marketing and business leaders across the organization, including organizing and coordinating the necessary data and materials.Completing customer pricing requestsIdentify and communicate business, consumer or competitive white spaces and execute into new business opportunities.Manage, partner, collaborate and motivate peers, executives and other key stakeholders across the organization.Minimum Qualifications:1+ years relevant full-time experience working with dataBachelor’s degree in economics, finance, marketing, statistics, mathematics, computer science or relevant disciplineExperience writing SQL queriesExcellent mathematical/statistical and logic skillsStrong, proven background in ExcelAbility to partner, collaborate and motivate peers, executives and other key stakeholders across an organization.Ability to manage multiple projects concurrentlyExperience with R, or PythonExperience in modelling, data science, or machine learning a plus but not mandatoryGIS mapping software experience a plus but not mandatoryDesired Qualifications:Automotive, Tire or Auto Service Industry experienceStrong, proven background in R, or PythonExperience in modelling, data science, or machine learningGIS mapping software experienceWorking Conditions: Work days are typically Mon-Fri, some overtime may be required, and the position is considered on-call for all days of the week. Office environment requiring long periods of sitting, and operation of standard office equipment.",hybrid,"Southfield, MI",2023-06-22,https://www.linkedin.com/jobs/view/marketing-and-data-analyst-at-belle-tire-3612628732?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=qK%2BgcGxDYAPKiZvKUnBNfQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Sunmark Credit Union,Nan,hybrid,"Latham, NY",2023-06-30,https://www.linkedin.com/jobs/view/data-analyst-at-sunmark-credit-union-3652945822?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=TcGtDmKzE8VAMtBdrbBwvg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Analyst,Pontera,"Pontera is a FinTech SaaS company on a mission to help millions of Americans retire better by enabling financial advisors to manage, trade and report on 401(k) and other retirement accounts. Pontera customers range from Fortune 100 financial services firms and large independent broker dealers to small independent RIA’s and advisory firms.At Pontera, we are proud of our people-first mentality and culture. You will have the unique and exciting opportunity to be part of a team whose mission is to scale Pontera into one of the largest FinTech companies in the world. We have significant funding from some of the most notable venture capital investors, led by Lightspeed Venture Partners, and are in a period of hyper-growth. The next critical step in our trajectory is adding to our world-class team, and that’s where you come in.DescriptionWe are looking for a Senior Data Analyst to join our Product team. This role will be our first US-Based member of the Business Analysts team, and will work closely with our Israel BI team while supporting our Business Development, Marketing, and Finance teams in the US.The Senior Data Analyst should have the ability to guide the company in data-driven decisions and to tell stories through data. You will need to have the skills and experience to analyze vast amounts of data to provide insights that can move the business forward. The best candidate for this role will be a self-starter and problem solver who enjoys working in a fast-paced, highly collaborative environment.ResponsibilitiesTranslate research data and findings into actionable strategic insights using strong storytelling, data visualization, and presentation skillsPartner with the product and business key roles to build reports, dashboards and metricsSupport weekly and monthly reporting and analytics needs for the organization, identifying significant changes and trends that will materially impact the company’s growth trajectoryExecute complex queries and analysis upon request for dataDevelop a deep understanding of our business and data and ensure quality output and presentationCreate user behavior funnels and drive key business decisionsHelp influence the product roadmap by providing key insightsMaintain strong communication and effective workflows across teams in both the US and IsraelPresent data-driven insights and KPIs to C-Level ExecutivesRequirements4+ years of experience working as a Data Analyst, preferably at a tech startupProven experience working with Tableau (or other similar front-end data tools)Expert level of SQLStrong analytical skillsGreat communication and interpersonal skillsCurious, independent, and self-motivatedBONUS POINTS:Proficiency in Salesforce reporting (able to run reports, build dashboards), ability to build automations and configure integrations/data feedsExperience leading a teamWhat We OfferCompensation: $125,000 to $150,000 annuallyOpportunity: Have a major impact at a fast-growing startup that is revolutionizing the FinTech industryTeam Culture: A collegial, collaborative, fun work environment with frequent team eventsEquity: All new hires are eligible for equity grant participationHealthcare: Comprehensive & affordable insurance benefits with a variety of plan optionsRetirement: 401(k) with employer match & employer-sponsored access to a retirement advisorFamily Benefits: Paid parental leave & reimbursement program for family planning services (such as fertility treatments, adoption, or surrogacyProfessional Development: Sponsored learning & development program (to cover classes, certifications, and more!)Food Perks: Fully stocked kitchen & lunch reimbursement programWork Flexibility: A hybrid office work model (In-Office Tues/Weds/Thurs and WFH Mon/Fri) & generous PTO daysPontera is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.",hybrid,"New York, NY",2023-05-25,https://www.linkedin.com/jobs/view/senior-data-analyst-at-pontera-3518427800?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=%2BgMcd%2Fy%2BsOYxHvVYwCxKyQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Sr. Data Analyst,accelerate360,Nan,hybrid,"New York, NY",2023-05-25,https://www.linkedin.com/jobs/view/sr-data-analyst-at-accelerate360-3615679252?refId=D6QEmVYDZsb0bNv4dBF1%2Fw%3D%3D&trackingId=Vsoyy9idPcITnoWdCvxK4Q%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst 2,Rapid Technologies,"Client is seeking a Data Analyst. We are looking for people who are ready to locate and define new process improvement opportunities. You will work with business stake holders to prioritize business and information needs, through analyzing and interpreting complex data sets. If you love learning new systems, doing data quality analysis, and are comfortable explaining your findings to a large number of stake holders,Identify, analyze, and interpret data in complex data setsData quality analysis with complex data setsWork with ELECT business stake holders to prioritize business and information needsLocate and define new process improvement opportunities Recommended Skill Sets needed:Proven working experience as a Data AnalystStrong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyAdept at queries, report writing and presenting findingsTechnical expertise regarding data models, database design development, and data miningStrong knowledge of and experience with reporting packages (SSIS and Tableau), databases (SQL Server), programming (T-SQL and SSIS)Proficient in writing technical documentationAbility to communicate effectively with all levels of an organizationAbility to perform tasks in a timely mannerElection data experience",hybrid,"Richmond, VA",2023-05-11,https://www.linkedin.com/jobs/view/data-analyst-2-at-rapid-technologies-3622577635?refId=i8eGffW%2FY9y4cA5MdOO2zg%3D%3D&trackingId=bvizXKscy7EEtIjNbzetsg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
